timestamp,src_ip,src_port,dst_ip,dst_port,protocol,size,syn,ack,fin,rst,psh
1778822538,127.0.0.1,60339,127.0.0.53,53,17,75,0,0,0,0,0
1778822538,127.0.0.1,60339,127.0.0.53,53,17,75,0,0,0,0,0
1778822538,127.0.0.53,53,127.0.0.1,60339,17,107,0,0,0,0,0
1778822538,127.0.0.53,53,127.0.0.1,60339,17,159,0,0,0,0,0
1778822538,127.0.0.1,40922,127.0.0.1,113,6,54,0,0,0,0,0
1778822538,127.0.0.1,113,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,22,6,54,0,0,0,0,0
1778822538,127.0.0.1,22,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,993,6,54,0,0,0,0,0
1778822538,127.0.0.1,993,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,53,6,54,0,0,0,0,0
1778822538,127.0.0.1,53,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,135,6,54,0,0,0,0,0
1778822538,127.0.0.1,135,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,110,6,54,0,0,0,0,0
1778822538,127.0.0.1,110,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,256,6,54,0,0,0,0,0
1778822538,127.0.0.1,256,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,8080,6,54,0,0,0,0,0
1778822538,127.0.0.1,8080,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,3389,6,54,0,0,0,0,0
1778822538,127.0.0.1,3389,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,3306,6,54,0,0,0,0,0
1778822538,127.0.0.1,3306,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,199,6,54,0,0,0,0,0
1778822538,127.0.0.1,199,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1720,6,54,0,0,0,0,0
1778822538,127.0.0.1,1720,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,587,6,54,0,0,0,0,0
1778822538,127.0.0.1,587,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,443,6,54,0,0,0,0,0
1778822538,127.0.0.1,443,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1723,6,54,0,0,0,0,0
1778822538,127.0.0.1,1723,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,23,6,54,0,0,0,0,0
1778822538,127.0.0.1,23,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,8888,6,54,0,0,0,0,0
1778822538,127.0.0.1,8888,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1025,6,54,0,0,0,0,0
1778822538,127.0.0.1,1025,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,445,6,54,0,0,0,0,0
1778822538,127.0.0.1,445,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,139,6,54,0,0,0,0,0
1778822538,127.0.0.1,139,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,21,6,54,0,0,0,0,0
1778822538,127.0.0.1,21,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,5900,6,54,0,0,0,0,0
1778822538,127.0.0.1,5900,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,111,6,54,0,0,0,0,0
1778822538,127.0.0.1,111,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,554,6,54,0,0,0,0,0
1778822538,127.0.0.1,554,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,995,6,54,0,0,0,0,0
1778822538,127.0.0.1,995,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,25,6,54,0,0,0,0,0
1778822538,127.0.0.1,25,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,143,6,54,0,0,0,0,0
1778822538,127.0.0.1,143,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,80,6,54,0,0,0,0,0
1778822538,127.0.0.1,80,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,99,6,54,0,0,0,0,0
1778822538,127.0.0.1,99,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,9618,6,54,0,0,0,0,0
1778822538,127.0.0.1,9618,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,5050,6,54,0,0,0,0,0
1778822538,127.0.0.1,5050,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,5825,6,54,0,0,0,0,0
1778822538,127.0.0.1,5825,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,7938,6,54,0,0,0,0,0
1778822538,127.0.0.1,7938,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,5950,6,54,0,0,0,0,0
1778822538,127.0.0.1,5950,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,7025,6,54,0,0,0,0,0
1778822538,127.0.0.1,7025,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,27355,6,54,0,0,0,0,0
1778822538,127.0.0.1,27355,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,3918,6,54,0,0,0,0,0
1778822538,127.0.0.1,3918,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,2033,6,54,0,0,0,0,0
1778822538,127.0.0.1,2033,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,32773,6,54,0,0,0,0,0
1778822538,127.0.0.1,32773,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,6006,6,54,0,0,0,0,0
1778822538,127.0.0.1,6006,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1110,6,54,0,0,0,0,0
1778822538,127.0.0.1,1110,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1840,6,54,0,0,0,0,0
1778822538,127.0.0.1,1840,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,31337,6,54,0,0,0,0,0
1778822538,127.0.0.1,31337,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,5906,6,54,0,0,0,0,0
1778822538,127.0.0.1,5906,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1098,6,54,0,0,0,0,0
1778822538,127.0.0.1,1098,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,458,6,54,0,0,0,0,0
1778822538,127.0.0.1,458,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,4126,6,54,0,0,0,0,0
1778822538,127.0.0.1,4126,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1688,6,54,0,0,0,0,0
1778822538,127.0.0.1,1688,127.0.0.1,40922,6,54,0,1,0,1,0
