1,04:55:18,127.0.0.1,0,127.0.0.1,0,1,98
2,04:55:18,127.0.0.1,0,127.0.0.1,0,1,98
3,04:55:19,127.0.0.1,0,127.0.0.1,0,1,98
4,04:55:19,127.0.0.1,0,127.0.0.1,0,1,98
5,04:55:20,127.0.0.1,0,127.0.0.1,0,1,98
6,04:55:20,127.0.0.1,0,127.0.0.1,0,1,98
7,04:55:21,127.0.0.1,0,127.0.0.1,0,1,98
8,04:55:21,127.0.0.1,0,127.0.0.1,0,1,98
9,04:55:22,127.0.0.1,0,127.0.0.1,0,1,98
10,04:55:22,127.0.0.1,0,127.0.0.1,0,1,98
11,04:55:23,127.0.0.1,0,127.0.0.1,0,1,98
12,04:55:23,127.0.0.1,0,127.0.0.1,0,1,98
13,04:55:24,127.0.0.1,0,127.0.0.1,0,1,98
14,04:55:24,127.0.0.1,0,127.0.0.1,0,1,98
15,04:55:25,127.0.0.1,0,127.0.0.1,0,1,98
16,04:55:25,127.0.0.1,0,127.0.0.1,0,1,98
17,04:55:26,127.0.0.1,0,127.0.0.1,0,1,98
18,04:55:26,127.0.0.1,0,127.0.0.1,0,1,98
19,04:55:27,127.0.0.1,0,127.0.0.1,0,1,98
20,04:55:27,127.0.0.1,0,127.0.0.1,0,1,98
21,04:55:28,127.0.0.1,0,127.0.0.1,0,1,98
22,04:55:28,127.0.0.1,0,127.0.0.1,0,1,98
23,04:55:29,127.0.0.1,0,127.0.0.1,0,1,98
24,04:55:29,127.0.0.1,0,127.0.0.1,0,1,98
25,04:55:30,127.0.0.1,0,127.0.0.1,0,1,98
26,04:55:30,127.0.0.1,0,127.0.0.1,0,1,98
27,04:55:31,127.0.0.1,0,127.0.0.1,0,1,98
28,04:55:31,127.0.0.1,0,127.0.0.1,0,1,98
29,04:55:32,127.0.0.1,0,127.0.0.1,0,1,98
30,04:55:32,127.0.0.1,0,127.0.0.1,0,1,98
31,04:55:33,127.0.0.1,0,127.0.0.1,0,1,98
32,04:55:33,127.0.0.1,0,127.0.0.1,0,1,98
33,04:55:34,127.0.0.1,0,127.0.0.1,0,1,98
34,04:55:34,127.0.0.1,0,127.0.0.1,0,1,98
35,04:55:35,127.0.0.1,0,127.0.0.1,0,1,98
36,04:55:35,127.0.0.1,0,127.0.0.1,0,1,98
37,04:55:36,127.0.0.1,0,127.0.0.1,0,1,98
38,04:55:36,127.0.0.1,0,127.0.0.1,0,1,98
39,04:55:37,127.0.0.1,0,127.0.0.1,0,1,98
40,04:55:37,127.0.0.1,0,127.0.0.1,0,1,98
41,04:55:38,127.0.0.1,0,127.0.0.1,0,1,98
42,04:55:38,127.0.0.1,0,127.0.0.1,0,1,98
43,04:55:39,127.0.0.1,0,127.0.0.1,0,1,98
44,04:55:39,127.0.0.1,0,127.0.0.1,0,1,98
45,04:55:39,127.0.0.1,38008,127.0.0.53,53,17,75
46,04:55:39,127.0.0.53,53,127.0.0.1,38008,17,107
47,04:55:40,127.0.0.1,0,127.0.0.1,0,1,98
48,04:55:40,127.0.0.1,0,127.0.0.1,0,1,98
49,04:55:41,127.0.0.1,0,127.0.0.1,0,1,98
50,04:55:41,127.0.0.1,0,127.0.0.1,0,1,98
1,05:03:46,127.0.0.1,40256,127.0.0.1,1723,6,54
2,05:03:46,127.0.0.1,1723,127.0.0.1,40256,6,54
3,05:03:46,127.0.0.1,40256,127.0.0.1,995,6,54
4,05:03:46,127.0.0.1,995,127.0.0.1,40256,6,54
5,05:03:46,127.0.0.1,40256,127.0.0.1,22,6,54
6,05:03:46,127.0.0.1,22,127.0.0.1,40256,6,54
7,05:03:46,127.0.0.1,40256,127.0.0.1,993,6,54
8,05:03:46,127.0.0.1,993,127.0.0.1,40256,6,54
9,05:03:46,127.0.0.1,40256,127.0.0.1,554,6,54
10,05:03:46,127.0.0.1,554,127.0.0.1,40256,6,54
11,05:03:46,127.0.0.1,40256,127.0.0.1,1720,6,54
12,05:03:46,127.0.0.1,1720,127.0.0.1,40256,6,54
13,05:03:46,127.0.0.1,40256,127.0.0.1,445,6,54
14,05:03:46,127.0.0.1,445,127.0.0.1,40256,6,54
15,05:03:46,127.0.0.1,40256,127.0.0.1,25,6,54
16,05:03:46,127.0.0.1,25,127.0.0.1,40256,6,54
17,05:03:46,127.0.0.1,40256,127.0.0.1,139,6,54
18,05:03:46,127.0.0.1,139,127.0.0.1,40256,6,54
19,05:03:46,127.0.0.1,40256,127.0.0.1,23,6,54
20,05:03:46,127.0.0.1,23,127.0.0.1,40256,6,54
21,05:03:46,127.0.0.1,40256,127.0.0.1,113,6,54
22,05:03:46,127.0.0.1,113,127.0.0.1,40256,6,54
23,05:03:46,127.0.0.1,40256,127.0.0.1,21,6,54
24,05:03:46,127.0.0.1,21,127.0.0.1,40256,6,54
25,05:03:46,127.0.0.1,40256,127.0.0.1,110,6,54
26,05:03:46,127.0.0.1,110,127.0.0.1,40256,6,54
27,05:03:46,127.0.0.1,40256,127.0.0.1,143,6,54
28,05:03:46,127.0.0.1,143,127.0.0.1,40256,6,54
29,05:03:46,127.0.0.1,40256,127.0.0.1,135,6,54
30,05:03:46,127.0.0.1,135,127.0.0.1,40256,6,54
31,05:03:46,127.0.0.1,40256,127.0.0.1,111,6,54
32,05:03:46,127.0.0.1,111,127.0.0.1,40256,6,54
33,05:03:46,127.0.0.1,40256,127.0.0.1,443,6,54
34,05:03:46,127.0.0.1,443,127.0.0.1,40256,6,54
